i,j,custo,Theta_fb0,Theta_fb1,Theta_fb2,Theta_fb3,Theta_fb4,Theta_fb5,silo_0,silo_1,silo_2,silo_3,silo_4,silo_5,silo_6,silo_7,silo_8,silo_9,silo_10,silo_11,silo_12,silo_13,silo_14,silo_15,pos
31,0,304.0,304.0,1904.6525641025637,226.3878205128205,0.0,81.52564102564102,5284.070512820515,10.256410256410257,12.820512820512821,11.538461538461538,2.5641025641025643,11.538461538461538,0.0,6.410256410256411,0.0,1.2820512820512822,2.5641025641025643,1.2820512820512822,11.538461538461538,1.2820512820512822,6.410256410256411,10.256410256410257,10.256410256410257,14
31,1,207.1,207.1,1734.748717948718,225.34358974358975,0.0,101.51923076923076,5152.16666666667,9.256410256410257,11.820512820512821,10.538461538461538,1.5641025641025643,10.538461538461538,0,5.410256410256411,0,0.28205128205128216,1.5641025641025643,0.28205128205128216,10.538461538461538,16.28205128205128,5.410256410256411,9.256410256410257,9.256410256410257,13
31,2,209.0974358974359,209.0974358974359,1592.0782051282047,230.4820512820513,0.0,105.12820512820512,5071.733333333334,8.256410256410257,10.820512820512821,9.538461538461538,0.5641025641025643,9.538461538461538,0,4.410256410256411,0,0,0.5641025641025643,0,25.53846153846154,15.282051282051281,4.410256410256411,8.256410256410257,8.256410256410257,12
31,3,204.46923076923073,204.46923076923073,1458.2500000000002,224.97003205128203,0.0,96.56089743589745,4913.107692307693,7.256410256410257,9.820512820512821,8.538461538461538,0,8.538461538461538,0,3.4102564102564106,0,0,0,15.0,24.53846153846154,14.282051282051281,3.4102564102564106,7.256410256410257,7.256410256410257,11
31,4,199.71923076923076,199.71923076923076,1358.8410256410257,219.79214743589742,0.0,95.06089743589745,4748.879487179486,6.256410256410257,8.820512820512821,7.538461538461538,0,7.538461538461538,0,2.4102564102564106,0,0,15.0,14.0,23.53846153846154,13.282051282051281,2.4102564102564106,6.256410256410257,6.256410256410257,10
31,5,195.91923076923072,195.91923076923072,1304.0089743589742,216.43205128205125,0.0,94.43589743589745,4572.910256410253,5.256410256410257,7.820512820512821,6.538461538461538,0,6.538461538461538,0,1.4102564102564106,0,15.0,14.0,13.0,22.53846153846154,12.282051282051281,1.4102564102564106,5.256410256410257,5.256410256410257,9
31,6,193.06923076923078,193.06923076923078,1297.6269230769233,214.29679487179487,0.0,97.10897435897436,4419.278205128202,4.256410256410257,6.820512820512821,5.538461538461538,0,5.538461538461538,0,0.4102564102564106,15.0,14.0,13.0,12.0,21.53846153846154,11.282051282051281,0.4102564102564106,4.256410256410257,4.256410256410257,8
31,7,189.65897435897438,189.65897435897438,1336.1628205128204,211.3280448717949,0.0,99.30769230769232,4318.017948717949,3.2564102564102573,5.820512820512821,4.538461538461538,0,4.538461538461538,0,15.410256410256409,14.0,13.0,12.0,11.0,20.53846153846154,10.282051282051281,0,3.2564102564102573,3.2564102564102573,7
31,8,187.24743589743588,187.24743589743588,1423.002564102564,208.6384615384615,0.0,99.30769230769229,4283.79358974359,2.2564102564102573,4.820512820512821,3.5384615384615383,0,3.5384615384615383,15.0,14.410256410256409,13.0,12.0,11.0,10.0,19.53846153846154,9.282051282051281,0,2.2564102564102573,2.2564102564102573,6
31,9,185.34743589743593,185.34743589743593,1562.0923076923077,207.60464743589748,0.0,99.30769230769232,4275.243589743591,1.2564102564102573,3.820512820512821,2.5384615384615383,0,18.53846153846154,14.0,13.410256410256409,12.0,11.0,10.0,9.0,18.53846153846154,8.282051282051281,0,1.2564102564102573,1.2564102564102573,5
31,10,184.39743589743586,184.39743589743586,1751.4589743589745,205.73237179487177,0.0,98.30769230769232,4335.361538461539,0.2564102564102573,2.820512820512821,1.5384615384615383,15.0,17.53846153846154,13.0,12.410256410256409,11.0,10.0,9.0,8.0,17.53846153846154,7.282051282051281,0,0.2564102564102573,0.2564102564102573,4
31,11,181.32820512820513,181.32820512820513,1977.5833333333333,202.05897435897435,0.0,96.56410256410255,4423.492307692308,0,1.8205128205128212,16.53846153846154,14.0,16.53846153846154,12.0,11.410256410256409,10.0,9.0,8.0,7.0,16.53846153846154,6.282051282051281,0,0,0,3
31,12,177.52820512820512,177.52820512820512,2253.5705128205127,197.66923076923075,0.0,94.56410256410255,4520.611538461536,0,16.82051282051282,15.53846153846154,13.0,15.53846153846154,11.0,10.410256410256409,9.0,8.0,7.0,6.0,15.53846153846154,5.282051282051281,0,0,0,2
31,13,174.67820512820512,174.67820512820512,2590.698717948718,193.56923076923076,0.0,75.92307692307692,4658.458974358971,15.0,15.820512820512821,14.53846153846154,12.0,14.53846153846154,10.0,9.410256410256409,8.0,7.0,6.0,5.0,14.53846153846154,4.282051282051281,0,0,0,1
31,14,181.32820512820513,181.32820512820513,2670.498717948718,203.61185897435897,0.0,72.92307692307692,4685.180769230768,30.0,14.820512820512821,13.53846153846154,11.0,13.53846153846154,9.0,8.410256410256409,7.0,6.0,5.0,4.0,13.53846153846154,3.282051282051281,0,0,0,1
31,15,192.72820512820513,192.72820512820513,2755.998717948718,219.29711538461538,0.0,87.68910256410254,4864.608974358975,45.0,13.820512820512821,12.53846153846154,10.0,12.53846153846154,8.0,7.410256410256409,6.0,5.0,4.0,3.0,12.53846153846154,2.282051282051281,0,0,0,1
31,16,204.1282051282051,204.1282051282051,2841.498717948718,235.16987179487177,0.0,104.525641025641,5050.443589743591,60.0,12.820512820512821,11.53846153846154,9.0,11.53846153846154,7.0,6.410256410256409,5.0,4.0,3.0,2.0,11.53846153846154,1.282051282051281,0,0,0,1
31,17,215.52820512820512,215.52820512820512,2926.998717948718,251.60112179487177,0.0,124.650641025641,5272.914102564102,75.0,11.820512820512821,10.53846153846154,8.0,10.53846153846154,6.0,5.410256410256409,4.0,3.0,2.0,1.0,10.53846153846154,0.28205128205128105,0,0,0,1
31,18,235.74615384615385,235.74615384615385,3012.1820512820514,276.738141025641,42.75,145.3076923076923,5574.283333333334,90.0,10.820512820512821,9.53846153846154,7.0,9.53846153846154,5.0,4.410256410256409,3.0,2.0,1.0,0.0,9.53846153846154,0,0,0,0,1
31,19,254.74615384615385,254.74615384615385,3084.382051282051,300.1660256410256,180.5,159.3076923076923,5695.834615384615,100,9.820512820512821,8.53846153846154,6.0,8.53846153846154,4.0,3.410256410256409,2.0,1.0,0.0,0,8.53846153846154,0,0,0,0,1
31,20,263.29615384615386,263.29615384615386,3137.582051282051,308.83221153846154,180.5,157.8076923076923,5800.797435897435,100,8.820512820512821,7.53846153846154,5.0,7.53846153846154,3.0,2.410256410256409,1.0,0.0,0,0,7.53846153846154,0,0,0,0,1
31,21,270.8961538461538,270.8961538461538,3182.232051282051,316.6822115384615,180.5,155.8076923076923,5899.110256410256,100,7.820512820512821,6.53846153846154,4.0,6.53846153846154,2.0,1.4102564102564088,0.0,0,0,0,6.53846153846154,0,0,0,0,1
31,22,277.54615384615386,277.54615384615386,3219.282051282051,323.55096153846154,180.5,156.01923076923075,5991.284615384614,100,6.820512820512821,5.53846153846154,3.0,5.53846153846154,1.0,0.4102564102564088,0,0,0,0,5.53846153846154,0,0,0,0,1
31,23,283.6358974358974,283.6358974358974,3252.410256410256,329.84102564102557,180.5,156.82051282051282,6062.558974358973,100,5.820512820512821,4.53846153846154,2.0,4.53846153846154,0.0,0,0,0,0,0,4.53846153846154,0,0,0,0,1
31,24,288.3858974358974,288.3858974358974,3277.110256410256,334.74727564102557,180.5,157.44551282051282,6121.5076923076895,100,4.820512820512821,3.53846153846154,1.0,3.53846153846154,0,0,0,0,0,0,3.53846153846154,0,0,0,0,1
31,25,293.1358974358974,293.1358974358974,3301.810256410256,339.65352564102557,180.5,158.07051282051282,6167.521794871792,100,3.820512820512821,2.53846153846154,0.0,2.53846153846154,0,0,0,0,0,0,2.53846153846154,0,0,0,0,1
31,26,296.93589743589746,296.93589743589746,3322.710256410256,343.57852564102564,180.5,158.57051282051282,6201.770512820513,100,2.820512820512821,1.53846153846154,0,1.53846153846154,0,0,0,0,0,0,1.53846153846154,0,0,0,0,1
31,27,300.7358974358974,300.7358974358974,3343.610256410256,347.5035256410256,180.5,159.07051282051282,6224.034615384617,100,1.8205128205128212,0.5384615384615401,0,0.5384615384615401,0,0,0,0,0,0,0.5384615384615401,0,0,0,0,1
31,28,303.2205128205128,303.2205128205128,3355.7410256410253,350.06987179487174,180.5,159.3974358974358,6239.7705128205125,100,0.8205128205128212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,29,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,30,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,31,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,32,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,33,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,34,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,35,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,36,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,37,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,38,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,39,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,40,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,41,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,42,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,43,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,44,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,45,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,46,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,47,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,48,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,49,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,50,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,51,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,52,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,53,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,54,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,55,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,56,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,57,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,58,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,59,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,60,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,61,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,62,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,63,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,64,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,65,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,66,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,67,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,68,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,69,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,70,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,71,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,72,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,73,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,74,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,75,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,76,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,77,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,78,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,79,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,80,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,81,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,82,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,83,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,84,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,85,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,86,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,87,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,88,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,89,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,90,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,91,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,92,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,93,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,94,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,95,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,96,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,97,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,98,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,99,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,100,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,0,304.0,304.0,1430.895205479452,227.83561643835617,0.0,87.47260273972604,4871.9253424657545,12.32876712328767,13.698630136986301,8.219178082191782,12.32876712328767,12.32876712328767,4.109589041095891,0.0,2.73972602739726,0.0,0.0,1.36986301369863,9.58904109589041,2.73972602739726,8.219178082191782,1.36986301369863,10.95890410958904,6
32,1,213.1123287671233,213.1123287671233,1680.8753424657534,235.19794520547947,0.0,75.90068493150685,5013.058904109589,11.32876712328767,12.698630136986301,7.219178082191782,11.32876712328767,27.32876712328767,3.109589041095891,0,1.7397260273972601,0,0,0.36986301369863006,8.58904109589041,1.7397260273972601,7.219178082191782,0.36986301369863006,9.95890410958904,5
32,2,214.12739726027394,214.12739726027394,1948.0205479452052,239.63253424657532,0.0,70.62328767123286,4875.712328767125,10.32876712328767,11.698630136986301,6.219178082191782,26.32876712328767,26.32876712328767,2.109589041095891,0,0.7397260273972601,0,0,0,7.58904109589041,0.7397260273972601,6.219178082191782,0,8.95890410958904,4
32,3,208.14109589041095,208.14109589041095,2227.9712328767127,236.92619863013698,0.0,82.70205479452054,4674.429452054795,9.32876712328767,10.698630136986301,21.21917808219178,25.32876712328767,25.32876712328767,1.1095890410958908,0,0,0,0,0,6.58904109589041,0,5.219178082191782,0,7.9589041095890405,3
32,4,204.05479452054794,204.05479452054794,2534.2616438356163,236.79109589041096,0.0,96.94520547945206,4616.3623287671235,8.32876712328767,25.698630136986303,20.21917808219178,24.32876712328767,24.32876712328767,0.10958904109589085,0,0,0,0,0,5.58904109589041,0,4.219178082191782,0,6.9589041095890405,2
32,5,196.66301369863015,196.66301369863015,2866.0328767123287,233.6664383561644,0.0,104.01369863013697,4381.048630136986,23.32876712328767,24.698630136986303,19.21917808219178,23.32876712328767,23.32876712328767,0,0,0,0,0,0,4.58904109589041,0,3.2191780821917817,0,5.9589041095890405,1
32,6,200.4630136986301,200.4630136986301,2912.908219178082,241.71643835616436,0.0,121.01369863013697,4371.795890410958,38.32876712328767,23.698630136986303,18.21917808219178,22.32876712328767,22.32876712328767,0,0,0,0,0,0,3.58904109589041,0,2.2191780821917817,0,4.9589041095890405,1
32,7,204.26301369863012,204.26301369863012,2961.6835616438357,249.76643835616437,0.0,138.5753424657534,4436.695205479453,53.32876712328767,22.698630136986303,17.21917808219178,21.32876712328767,21.32876712328767,0,0,0,0,0,0,2.58904109589041,0,1.2191780821917817,0,3.9589041095890405,1
32,8,208.06301369863013,208.06301369863013,3012.645205479452,257.8164383561644,0.0,158.5753424657534,4516.039726027398,68.32876712328766,21.698630136986303,16.21917808219178,20.32876712328767,20.32876712328767,0,0,0,0,0,0,1.5890410958904102,0,0.2191780821917817,0,2.9589041095890405,1
32,9,215.558904109589,215.558904109589,3057.0089041095885,269.4403253424657,3.7869863013698364,178.18493150684924,4768.167123287672,83.32876712328766,20.698630136986303,15.219178082191782,19.32876712328767,19.32876712328767,0,0,0,0,0,0,0.5890410958904102,0,0,0,1.9589041095890405,1
32,10,234.45479452054792,234.45479452054792,3106.4739726027397,292.36575342465756,150.97191780821902,197.47945205479456,4893.606164383564,98.32876712328766,19.698630136986303,14.219178082191782,18.32876712328767,18.32876712328767,0,0,0,0,0,0,0,0,0,0,0.9589041095890405,1
32,11,240.75342465753425,240.75342465753425,3135.93698630137,298.01369863013696,180.5,196.46575342465744,4978.819863013701,100,18.698630136986303,13.219178082191782,17.32876712328767,17.32876712328767,0,0,0,0,0,0,0,0,0,0,0,1
32,12,244.55342465753426,244.55342465753426,3149.2369863013696,300.43869863013697,180.5,192.46575342465746,5064.931506849316,100,17.698630136986303,12.219178082191782,16.32876712328767,16.32876712328767,0,0,0,0,0,0,0,0,0,0,0,1
32,13,248.35342465753425,248.35342465753425,3162.53698630137,302.863698630137,180.5,188.46575342465746,5154.53082191781,100,16.698630136986303,11.219178082191782,15.328767123287669,15.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,14,252.15342465753423,252.15342465753423,3175.8369863013695,305.28869863013693,180.5,184.46575342465746,5247.292465753426,100,15.698630136986303,10.219178082191782,14.328767123287669,14.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,15,255.95342465753424,255.95342465753424,3189.1369863013697,307.8095890410959,180.5,180.46575342465746,5342.904109589042,100,14.698630136986303,9.219178082191782,13.328767123287669,13.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,16,259.75342465753425,259.75342465753425,3202.43698630137,310.6095890410959,180.5,176.46575342465746,5440.50684931507,100,13.698630136986303,8.219178082191782,12.328767123287669,12.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,17,263.55342465753426,263.55342465753426,3215.7369863013696,313.4095890410959,180.5,172.46575342465746,5535.493835616441,100,12.698630136986303,7.219178082191782,11.328767123287669,11.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,18,267.3534246575342,267.3534246575342,3229.03698630137,316.20958904109585,180.5,169.34931506849307,5626.355479452056,100,11.698630136986303,6.219178082191782,10.328767123287669,10.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,19,271.15342465753423,271.15342465753423,3242.3369863013695,319.00958904109586,180.5,166.84931506849307,5714.913698630138,100,10.698630136986303,5.219178082191782,9.328767123287669,9.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,20,274.95342465753424,274.95342465753424,3255.6369863013697,321.8095890410959,180.5,164.3493150684931,5802.52191780822,100,9.698630136986303,4.219178082191782,8.328767123287669,8.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,21,278.75342465753425,278.75342465753425,3268.9369863013694,325.1917808219178,180.5,161.8493150684931,5888.542465753425,100,8.698630136986303,3.2191780821917817,7.328767123287669,7.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,22,282.55342465753426,282.55342465753426,3282.2369863013696,328.7417808219178,180.5,159.3493150684931,5972.025342465755,100,7.698630136986303,2.2191780821917817,6.328767123287669,6.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,23,286.3534246575342,286.3534246575342,3295.53698630137,332.6479452054794,180.5,157.17808219178076,6040.7897260273985,100,6.698630136986303,1.2191780821917817,5.328767123287669,5.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,24,290.15342465753423,290.15342465753423,3308.8369863013695,336.5729452054794,180.5,157.67808219178076,6103.372602739727,100,5.698630136986303,0.2191780821917817,4.328767123287669,4.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,25,293.2116438356164,293.2116438356164,3319.911643835616,339.7317636986301,180.5,158.08047945205473,6152.6164383561645,100,4.698630136986303,0,3.328767123287669,3.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,26,296.06164383561645,296.06164383561645,3330.361643835616,342.67551369863014,180.5,158.45547945205473,6183.602054794522,100,3.698630136986303,0,2.328767123287669,2.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,27,298.9116438356165,298.9116438356165,3340.811643835616,345.61926369863016,180.5,158.83047945205473,6206.740410958905,100,2.698630136986303,0,1.328767123287669,1.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,28,301.76164383561644,301.76164383561644,3351.2616438356163,348.56301369863013,180.5,159.2054794520547,6227.028767123289,100,1.6986301369863028,0,0.328767123287669,0.328767123287669,0,0,0,0,0,0,0,0,0,0,0,1
32,29,303.336301369863,303.336301369863,3355.9726027397255,350.18946917808216,180.5,159.41267123287665,6239.886301369863,100,0.6986301369863028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,30,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,31,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,32,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,33,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,34,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,35,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,36,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,37,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
