i,j,custo,Theta_fb0,Theta_fb1,Theta_fb2,Theta_fb3,Theta_fb4,Theta_fb5,silo_0,silo_1,silo_2,silo_3,silo_4,silo_5,silo_6,silo_7,silo_8,silo_9,silo_10,silo_11,silo_12,silo_13,silo_14,silo_15,pos
3,88,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,89,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,90,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,91,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,92,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,93,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,94,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,95,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,96,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,97,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,98,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,99,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,100,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,0,304.0,304.0,1363.4875000000002,224.0,0.0,108.0,4849.037499999999,1.25,2.5,0.0,1.25,10.0,10.0,3.75,11.25,7.5,10.0,5.0,8.75,10.0,0.0,11.25,7.5,8
4,1,207.09999999999994,207.09999999999994,1429.5124999999998,223.22499999999994,0.0,114.25,4878.4875,0.25,1.5,0,0.25,9.0,9.0,18.75,10.25,6.5,9.0,4.0,7.75,9.0,0,10.25,6.5,7
4,2,207.57500000000005,207.57500000000005,1533.2999999999997,226.70000000000005,0.0,116.1875,4887.275,0,0.5,0,0,8.0,24.0,17.75,9.25,5.5,8.0,3.0,6.75,8.0,0,9.25,5.5,6
4,3,205.19999999999996,205.19999999999996,1670.5749999999998,227.76249999999996,0.0,119.25,4814.8375,0,0,0,0,23.0,23.0,16.75,8.25,4.5,7.0,2.0,5.75,7.0,0,8.25,4.5,5
4,4,199.50000000000003,199.50000000000003,1848.225,222.75000000000003,0.0,121.5,4727.2,0,0,0,15.0,22.0,22.0,15.75,7.25,3.5,6.0,1.0,4.75,6.0,0,7.25,3.5,4
4,5,194.75,194.75,2091.425,219.34375,0.0,113.0,4634.099999999999,0,0,15.0,14.0,21.0,21.0,14.75,6.25,2.5,5.0,0.0,3.75,5.0,0,6.25,2.5,3
4,6,189.99999999999997,189.99999999999997,2393.5249999999996,215.37499999999997,0.0,100.5,4573.0625,0,15.0,14.0,13.0,20.0,20.0,13.75,5.25,1.5,4.0,0,2.75,4.0,0,5.25,1.5,2
4,7,188.10000000000002,188.10000000000002,2762.125,213.78750000000002,0.0,95.25,4549.3125,15.0,14.0,13.0,12.0,19.0,19.0,12.75,4.25,0.5,3.0,0,1.75,3.0,0,4.25,0.5,1
4,8,194.74999999999997,194.74999999999997,2849.0499999999997,224.28124999999997,0.0,99.75,4508.9375,30.0,13.0,12.0,11.0,18.0,18.0,11.75,3.25,0,2.0,0,0.75,2.0,0,3.25,0,1
4,9,204.96250000000003,204.96250000000003,2926.95,238.06406250000003,0.0,116.5625,4643.3625,45.0,12.0,11.0,10.0,17.0,17.0,10.75,2.25,0,1.0,0,0,1.0,0,2.25,0,1
4,10,214.46249999999998,214.46249999999998,2996.2999999999997,250.97031249999998,0.0,132.8125,4792.037499999999,60.0,11.0,10.0,9.0,16.0,16.0,9.75,1.25,0,0.0,0,0,0.0,0,1.25,0,1
4,11,222.0625,222.0625,3043.7999999999997,261.9921875,0.0,147.5625,5000.5625,75.0,10.0,9.0,8.0,15.0,15.0,8.75,0.25,0,0,0,0,0,0,0.25,0,1
4,12,237.7375,237.7375,3083.4624999999996,282.6984375,42.75,161.90625,5308.599999999999,90.0,9.0,8.0,7.0,14.0,14.0,7.75,0,0,0,0,0,0,0,0,0,1
4,13,252.9375,252.9375,3118.6124999999997,301.5234375,180.5,174.34375,5459.412499999999,100,8.0,7.0,6.0,13.0,13.0,6.75,0,0,0,0,0,0,0,0,0,1
4,14,258.6375,258.6375,3144.2625,306.7859375,180.5,172.59375,5596.925,100,7.0,6.0,5.0,12.0,12.0,5.75,0,0,0,0,0,0,0,0,0,1
4,15,264.3375,264.3375,3169.9125,312.0484375,180.5,170.84375,5722.0875,100,6.0,5.0,4.0,11.0,11.0,4.75,0,0,0,0,0,0,0,0,0,1
4,16,270.0375,270.0375,3195.5625,317.3109375,180.5,169.09375,5840.599999999999,100,5.0,4.0,3.0,10.0,10.0,3.75,0,0,0,0,0,0,0,0,0,1
4,17,275.7375,275.7375,3221.2124999999996,322.5734375,180.5,167.34375,5934.412499999999,100,4.0,3.0,2.0,9.0,9.0,2.75,0,0,0,0,0,0,0,0,0,1
4,18,281.4375,281.4375,3246.8624999999997,327.8359375,180.5,165.59375,6023.474999999999,100,3.0,2.0,1.0,8.0,8.0,1.75,0,0,0,0,0,0,0,0,0,1
4,19,287.1375,287.1375,3272.5125,333.4578125,180.5,163.84375,6091.6375,100,2.0,1.0,0.0,7.0,7.0,0.75,0,0,0,0,0,0,0,0,0,1
4,20,291.65,291.65,3292.7,338.11875,180.5,161.625,6154.099999999999,100,1.0,0.0,0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,1
4,21,294.5,294.5,3305.0499999999997,341.0625,180.5,158.75,6196.849999999999,100,0.0,0,0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,1
4,22,296.4,296.4,3315.4999999999995,343.025,180.5,158.5,6221.549999999999,100,0,0,0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,1
4,23,298.3,298.3,3325.95,344.9875,180.5,158.75,6229.15,100,0,0,0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,1
4,24,300.2,300.2,3336.3999999999996,346.95,180.5,159.0,6234.849999999999,100,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1
4,25,302.1,302.1,3346.85,348.9125,180.5,159.25,6238.65,100,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1
4,26,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1
4,27,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,28,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,29,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,30,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,31,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,32,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,33,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,34,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,35,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,36,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,37,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,38,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,39,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,40,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,41,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,42,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,43,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,44,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,45,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,46,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,47,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,48,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,49,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,50,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,51,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,52,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,53,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,54,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,55,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,56,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,57,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,58,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,59,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,60,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,61,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,62,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,63,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,64,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,65,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,66,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,67,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,68,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,69,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,70,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,71,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,72,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,73,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,74,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,75,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,76,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,77,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,78,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,79,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,80,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,81,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,82,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,83,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,84,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,85,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,86,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,87,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,88,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,89,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,90,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,91,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,92,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,93,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,94,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,95,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,96,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,97,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,98,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,99,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,100,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,304.0,304.0,2477.2346153846156,225.1057692307692,0.0,89.02564102564101,5168.584615384615,7.6923076923076925,11.538461538461538,7.6923076923076925,10.256410256410257,11.538461538461538,10.256410256410257,10.256410256410257,5.128205128205129,8.974358974358974,10.256410256410257,0.0,0.0,3.8461538461538463,0.0,1.2820512820512822,1.2820512820512822,2
5,1,208.7076923076923,208.7076923076923,2869.6576923076923,227.46971153846152,0.0,66.84615384615384,5193.162820512819,22.692307692307693,10.538461538461538,6.6923076923076925,9.256410256410257,10.538461538461538,9.256410256410257,9.256410256410257,4.128205128205129,7.9743589743589745,9.256410256410257,0,0,2.8461538461538463,0,0.28205128205128216,0.28205128205128216,1
5,2,218.74358974358972,218.74358974358972,2941.6141025641023,240.26923076923075,0.0,78.41025641025641,5283.096153846154,37.69230769230769,9.538461538461538,5.6923076923076925,8.256410256410257,9.538461538461538,8.256410256410257,8.256410256410257,3.1282051282051286,6.9743589743589745,8.256410256410257,0,0,1.8461538461538463,0,0,0,1
5,3,228.24358974358972,228.24358974358972,3005.2641025641024,253.04567307692304,0.0,90.0801282051282,5436.435897435898,52.69230769230769,8.538461538461538,4.6923076923076925,7.256410256410257,8.538461538461538,7.256410256410257,7.256410256410257,2.1282051282051286,5.9743589743589745,7.256410256410257,0,0,0.8461538461538463,0,0,0,1
5,4,237.5974358974359,237.5974358974359,3067.0141025641024,267.9580128205128,0.0,104.32051282051286,5589.361538461539,67.6923076923077,7.538461538461538,3.6923076923076925,6.256410256410257,7.538461538461538,6.256410256410257,6.256410256410257,1.1282051282051286,4.9743589743589745,6.256410256410257,0,0,0,0,0,0,1
5,5,248.7051282051282,248.7051282051282,3119.9217948717946,286.18910256410254,2.2653846153846176,123.56410256410258,5884.373076923078,82.6923076923077,6.538461538461538,2.6923076923076925,5.256410256410257,6.538461538461538,5.256410256410257,5.256410256410257,0.12820512820512864,3.9743589743589745,5.256410256410257,0,0,0,0,0,0,1
5,6,270.67692307692306,270.67692307692306,3178.846153846154,315.44615384615383,140.38076923076918,151.07692307692312,6041.488461538461,97.6923076923077,5.538461538461538,1.6923076923076925,4.256410256410257,5.538461538461538,4.256410256410257,4.256410256410257,0,2.9743589743589745,4.256410256410257,0,0,0,0,0,0,1
5,7,280.46923076923076,280.46923076923076,3224.7384615384617,326.5701923076923,180.5,156.40384615384622,6120.411538461538,100,4.538461538461538,0.6923076923076925,3.2564102564102573,4.538461538461538,3.2564102564102573,3.2564102564102573,0,1.9743589743589745,3.2564102564102573,0,0,0,0,0,0,1
5,8,287.7769230769231,287.7769230769231,3267.561538461538,334.1182692307692,180.5,157.36538461538453,6171.224358974359,100,3.5384615384615383,0,2.2564102564102573,3.5384615384615383,2.2564102564102573,2.2564102564102573,0,0.9743589743589745,2.2564102564102573,0,0,0,0,0,0,1
5,9,294.4025641025641,294.4025641025641,3308.192307692307,340.96185897435896,180.5,158.23717948717945,6202.6474358974365,100,2.5384615384615383,0,1.2564102564102573,2.5384615384615383,1.2564102564102573,1.2564102564102573,0,0,1.2564102564102573,0,0,0,0,0,0,1
5,10,300.1025641025641,300.1025641025641,3340.4923076923073,346.84935897435895,180.5,158.98717948717945,6227.444871794873,100,1.5384615384615383,0,0.2564102564102573,1.5384615384615383,0.2564102564102573,0.2564102564102573,0,0,0.2564102564102573,0,0,0,0,0,0,1
5,11,302.9769230769231,302.9769230769231,3353.7192307692303,349.8182692307692,180.5,159.36538461538453,6239.526923076923,100,0.5384615384615383,0,0,0.5384615384615383,0,0,0,0,0,0,0,0,0,0,0,1
5,12,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,13,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,14,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,15,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,16,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,17,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,18,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,19,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,20,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,21,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,22,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,23,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,24,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,25,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,26,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,27,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,28,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,29,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,30,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,31,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,32,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,33,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,34,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,35,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,36,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,37,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,38,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,39,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,40,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,41,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,42,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,43,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,44,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,45,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,46,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,47,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,48,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,49,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,50,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,51,304.0,304.0,3357.2999999999997,350.875,180.5,159.5,6240.549999999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
