valorSim - custoSim,v0,custoSim,valorSim,QProj,QProjNovos,QProje,Qproja,QProjDiv,QProjDiva,QProjDive,QProjnDiv,TCongP,TCongReP,NecRecP,NecRecPa,NecRecPe,OrTotal,QRecMax,QProjCong,QProjCongE,QProjCongA,RetMnTotalProj,RetMxTotalProj,RetMnTotalA,RetMxTotalA,DesemMxProj,DesemMnProj,VPLMnTotal,VPLMxTotal,CustoMnTotal,CustoMxTotal,VPLMnTotalA,VPLMxTotalA,VPLMnTotalE,VPLMxTotalE,CustoMnTotalCong,CustoMxTotalCong,
197.48,50.38,40.36,237.83,5.00,0.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,4.00,22.31,21.42,55.77,32.65,7.47,3.00,1.00,1.00,0.00,0.00,0.00,0.00,266.89,57.02,84.80,358.50,0.00,0.00,0.00,0.00,84.80,358.50,37.88,187.12,
-25.40,50.00,25.40,0.00,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,3.00,30.15,41.60,105.54,15.96,7.72,3.00,1.00,1.00,142.71,516.39,428.13,1549.16,281.02,60.31,140.22,571.79,71.35,258.19,71.35,774.58,140.22,571.79,51.12,178.21,
214.95,50.82,42.09,257.04,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,16.33,31.56,48.99,40.38,4.94,3.00,1.00,1.00,0.00,0.00,0.00,0.00,260.21,57.74,87.01,363.31,0.00,0.00,0.00,0.00,87.01,363.31,54.39,211.68,
-28.26,50.43,28.26,0.00,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,5.00,24.36,44.47,85.27,26.76,6.18,4.00,2.00,1.00,88.11,402.25,264.32,1206.75,221.25,46.76,113.00,469.93,44.05,201.12,44.05,603.37,113.00,469.93,85.56,311.94,
-43.34,49.96,43.34,0.00,9.00,2.00,4.00,3.00,5.00,1.00,2.00,4.00,0.00,6.00,44.34,77.73,199.51,-6.92,8.55,5.00,2.00,1.00,169.24,661.57,507.71,1984.71,203.11,40.48,148.22,618.04,84.62,330.78,84.62,992.35,148.22,618.04,105.25,390.70,
244.83,50.93,69.31,314.14,9.00,1.00,4.00,3.00,3.00,1.00,1.00,6.00,0.00,3.00,37.11,69.47,166.99,1.79,7.58,2.00,1.00,0.00,20.96,67.79,62.89,203.36,161.54,29.92,99.39,444.31,10.48,33.89,10.48,101.68,99.39,444.31,22.07,64.75,
-35.16,50.50,68.21,33.05,10.00,3.00,5.00,3.00,3.00,1.00,1.00,7.00,0.00,2.00,39.26,73.66,196.31,0.60,6.94,2.00,1.00,0.00,165.97,779.53,497.90,2338.60,168.93,35.07,140.37,624.99,82.98,389.77,82.98,1169.30,140.37,624.99,29.82,80.19,
251.48,51.51,69.50,320.98,9.00,3.00,4.00,3.00,4.00,1.00,2.00,5.00,1.00,3.00,23.51,43.43,105.78,30.41,4.40,3.00,1.00,1.00,54.75,289.68,164.25,869.03,154.50,36.75,96.83,397.10,27.38,144.84,27.38,434.51,96.83,397.10,35.58,117.63,
42.39,51.46,39.69,82.09,8.00,1.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,37.70,57.21,150.81,7.13,7.86,4.00,2.00,1.00,41.10,150.14,123.30,450.41,239.70,48.52,117.04,487.28,20.55,75.07,20.55,225.21,117.04,487.28,58.09,223.28,
-7.89,51.16,49.95,42.06,9.00,1.00,4.00,3.00,4.00,1.00,2.00,5.00,0.00,3.00,41.61,70.54,187.24,4.27,7.30,3.00,1.00,1.00,57.41,261.94,172.24,785.81,227.72,46.04,130.10,556.53,28.71,130.97,28.71,392.90,130.10,556.53,50.79,171.21,
78.15,51.30,52.90,131.05,9.00,2.00,4.00,3.00,4.00,1.00,2.00,5.00,0.00,4.00,36.88,62.12,165.98,-0.78,7.86,4.00,2.00,1.00,75.83,228.03,227.49,684.08,235.14,47.23,146.79,610.78,37.91,114.01,37.91,342.04,146.79,610.78,87.33,286.34,
62.16,51.35,64.79,126.95,9.00,2.00,4.00,3.00,4.00,1.00,2.00,5.00,0.00,3.00,37.23,69.55,167.56,-8.54,8.73,3.00,1.00,1.00,166.51,718.88,499.53,2156.64,260.49,49.39,162.09,746.11,83.26,359.44,83.26,1078.32,162.09,746.11,65.35,230.97,
254.72,52.37,66.73,321.44,9.00,2.00,4.00,3.00,5.00,1.00,2.00,4.00,0.00,3.00,44.49,78.05,200.22,-14.85,9.43,3.00,1.00,1.00,71.65,308.78,214.94,926.35,217.73,39.07,122.61,594.22,35.82,154.39,35.82,463.18,122.61,594.22,27.74,108.51,
19.87,52.21,62.66,82.53,8.00,1.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,3.00,42.68,66.13,170.71,-14.76,10.59,3.00,1.00,1.00,37.88,218.66,113.63,655.97,219.88,41.42,118.43,565.23,18.94,109.33,18.94,327.99,118.43,565.23,35.29,150.74,
-61.66,51.64,61.66,0.00,8.00,3.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,4.00,40.02,60.91,160.08,-4.50,9.31,4.00,2.00,1.00,126.80,791.12,380.40,2373.36,253.96,44.48,141.46,724.69,63.40,395.56,63.40,1186.68,141.46,724.69,56.89,267.47,
173.07,52.25,60.10,233.17,8.00,3.00,4.00,2.00,6.00,2.00,3.00,2.00,2.00,3.00,34.89,56.23,139.54,6.39,7.95,3.00,1.00,1.00,154.31,687.64,462.93,2062.91,209.44,39.77,134.69,581.06,77.15,343.82,77.15,1031.45,134.69,581.06,31.21,163.49,
165.15,52.81,60.39,225.54,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,29.37,33.12,88.12,23.28,7.79,2.00,1.00,0.00,85.66,177.85,256.98,533.55,289.20,50.42,94.53,397.64,42.83,88.93,42.83,266.78,94.53,397.64,19.08,101.03,
55.85,52.83,46.82,102.66,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,35.68,55.43,124.88,9.30,8.67,4.00,2.00,1.00,15.13,80.72,45.40,242.17,246.44,36.45,70.16,384.57,7.57,40.36,7.57,121.09,70.16,384.57,34.80,152.71,
-25.38,52.43,58.68,33.30,8.00,1.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,6.00,35.01,56.04,140.03,11.74,7.28,4.00,2.00,1.00,42.28,209.35,126.83,628.04,249.98,48.31,98.02,466.71,21.14,104.67,21.14,314.02,98.02,466.71,51.78,184.68,
7.25,52.21,56.25,63.50,8.00,1.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,6.00,23.67,39.31,94.68,28.21,5.22,4.00,2.00,1.00,30.03,92.03,90.08,276.08,238.31,48.95,101.64,473.53,15.01,46.01,15.01,138.04,101.64,473.53,43.23,120.64,
19.28,52.04,33.80,53.08,8.00,0.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,6.00,24.35,35.09,97.40,24.96,5.63,4.00,2.00,1.00,0.00,0.00,0.00,0.00,247.12,49.11,121.15,595.93,0.00,0.00,0.00,0.00,121.15,595.93,42.93,138.43,
-35.18,51.61,35.18,0.00,10.00,4.00,5.00,3.00,5.00,1.00,2.00,5.00,0.00,6.00,34.20,69.32,171.02,4.61,6.54,4.00,2.00,1.00,226.95,1341.22,680.85,4023.65,221.83,44.61,177.39,880.79,113.47,670.61,113.47,2011.83,177.39,880.79,43.89,138.29,
468.82,53.69,55.02,523.84,7.00,1.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,7.00,25.89,35.58,90.62,17.44,7.51,5.00,2.00,1.00,17.18,75.15,51.53,225.45,160.61,40.27,88.79,304.75,8.59,37.58,8.59,112.73,88.79,304.75,71.91,246.35,
-33.81,53.26,51.95,18.13,7.00,1.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,7.00,29.20,41.55,102.21,13.56,8.06,5.00,2.00,1.00,40.30,151.41,120.90,454.24,157.15,40.53,100.24,333.78,20.15,75.71,20.15,227.12,100.24,333.78,78.18,258.07,
0.20,52.99,56.44,56.64,8.00,1.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,8.00,24.87,44.85,99.49,18.73,6.41,6.00,3.00,2.00,101.58,240.88,304.74,722.64,195.92,41.28,125.54,456.34,50.79,120.44,50.79,361.32,125.54,456.34,96.19,357.34,
86.04,53.16,46.94,132.98,9.00,3.00,4.00,3.00,7.00,2.00,3.00,2.00,0.00,9.00,29.30,54.24,131.87,9.97,6.67,7.00,3.00,2.00,136.42,513.46,409.26,1540.38,232.15,44.58,136.31,579.75,68.21,256.73,68.21,770.19,136.31,579.75,89.89,430.19,
200.05,53.89,48.19,248.24,8.00,3.00,4.00,2.00,8.00,2.00,4.00,0.00,0.00,8.00,30.44,67.22,121.76,14.09,6.99,7.00,3.00,2.00,85.49,375.00,256.47,1125.00,268.56,47.15,100.75,490.79,42.75,187.50,42.75,562.50,100.75,490.79,93.14,421.17,
73.53,53.99,44.28,117.81,7.00,1.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,6.00,27.18,42.28,95.13,24.49,6.50,5.00,2.00,1.00,19.40,137.67,58.20,413.02,281.95,57.29,84.05,404.70,9.70,68.84,9.70,206.51,84.05,404.70,60.76,319.09,
23.28,53.84,38.20,61.48,7.00,0.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,7.00,23.92,38.43,83.71,22.03,6.85,5.00,2.00,1.00,0.00,0.00,0.00,0.00,298.28,61.36,95.53,450.29,0.00,0.00,0.00,0.00,95.53,450.29,70.92,348.04,
-34.59,53.39,34.59,0.00,8.00,0.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,7.00,27.21,59.97,108.85,10.34,7.46,6.00,3.00,2.00,0.00,0.00,0.00,0.00,283.23,58.87,122.08,581.57,0.00,0.00,0.00,0.00,122.08,581.57,102.08,485.74,
-50.56,52.87,50.56,0.00,9.00,2.00,4.00,3.00,8.00,2.00,4.00,1.00,0.00,8.00,32.43,66.72,145.96,0.80,7.69,7.00,3.00,2.00,136.84,865.21,410.53,2595.62,263.68,53.96,167.45,820.33,68.42,432.60,68.42,1297.81,167.45,820.33,133.11,673.83,
245.56,53.84,61.36,306.92,8.00,2.00,4.00,2.00,7.00,2.00,3.00,1.00,0.00,6.00,28.92,51.58,115.66,11.72,7.28,6.00,3.00,2.00,146.56,643.53,439.69,1930.59,240.11,53.49,151.19,620.44,73.28,321.77,73.28,965.30,151.19,620.44,115.91,436.00,
157.01,54.35,43.31,200.33,7.00,1.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,4.00,39.69,52.99,138.93,-1.47,10.21,4.00,2.00,1.00,60.89,183.22,182.66,549.65,267.42,53.60,120.12,486.85,30.44,91.61,30.44,274.83,120.12,486.85,84.62,297.63,
37.56,54.27,46.55,84.12,6.00,2.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,30.64,39.98,91.91,10.69,9.88,4.00,2.00,1.00,92.85,381.68,278.54,1145.03,226.84,40.44,95.44,427.83,46.42,190.84,46.42,572.51,95.44,427.83,74.57,311.71,
94.50,54.47,39.70,134.20,5.00,0.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,2.00,22.22,25.24,55.55,26.84,8.63,2.00,1.00,0.00,0.00,0.00,0.00,0.00,229.28,45.32,54.75,247.23,0.00,0.00,0.00,0.00,54.75,247.23,23.78,91.47,
-19.05,54.10,19.05,0.00,5.00,0.00,2.00,1.00,4.00,1.00,2.00,1.00,0.00,4.00,19.67,20.42,49.17,31.09,7.78,3.00,1.00,1.00,0.00,0.00,0.00,0.00,297.39,41.42,58.27,349.35,0.00,0.00,0.00,0.00,58.27,349.35,39.57,236.29,
-35.67,53.65,35.67,0.00,6.00,1.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,4.00,25.52,34.90,76.57,19.82,8.36,3.00,1.00,1.00,48.51,316.15,145.54,948.44,252.16,38.45,85.38,468.95,24.26,158.07,24.26,474.22,85.38,468.95,52.45,285.29,
55.02,53.66,50.28,105.30,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,5.00,23.67,39.29,82.85,19.91,7.16,4.00,2.00,1.00,99.50,260.41,298.50,781.22,202.20,37.63,98.14,433.33,49.75,130.20,49.75,390.61,98.14,433.33,86.38,392.82,
-49.73,53.14,49.73,0.00,8.00,3.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,5.00,24.17,46.85,96.70,14.57,6.93,4.00,2.00,1.00,162.44,743.76,487.33,2231.29,210.73,40.60,133.29,625.39,81.22,371.88,81.22,1115.65,133.29,625.39,100.42,476.84,
276.78,54.26,55.43,332.20,8.00,2.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,33.06,61.86,132.25,8.95,7.63,3.00,1.00,1.00,67.48,350.09,202.44,1050.27,220.46,39.66,107.43,534.85,33.74,175.05,33.74,525.14,107.43,534.85,44.85,209.80,
24.63,54.11,46.71,71.34,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,25.15,57.66,88.03,25.15,6.41,4.00,2.00,1.00,64.40,450.64,193.19,1351.91,160.38,29.09,83.18,428.81,32.20,225.32,32.20,675.96,83.18,428.81,64.35,354.14,
110.92,54.40,37.95,148.87,7.00,3.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,5.00,15.66,27.55,54.82,44.58,3.63,5.00,2.00,1.00,60.48,280.85,181.44,842.56,166.60,28.93,67.88,325.01,30.24,140.43,30.24,421.28,67.88,325.01,53.55,275.14,
95.31,54.60,23.91,119.22,6.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,10.01,13.23,30.03,47.53,3.74,3.00,1.00,1.00,16.46,77.63,49.39,232.88,219.15,34.74,61.19,312.50,8.23,38.81,8.23,116.44,61.19,312.50,31.39,134.90,
7.40,54.37,21.05,28.45,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,6.00,10.49,15.05,31.48,43.29,4.45,4.00,2.00,1.00,0.00,0.00,0.00,0.00,222.27,35.02,64.69,333.07,0.00,0.00,0.00,0.00,64.69,333.07,42.61,212.55,
-25.43,53.97,25.43,0.00,8.00,3.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,6.00,19.77,29.24,79.07,25.42,5.57,5.00,2.00,1.00,146.09,559.05,438.26,1677.16,219.43,32.88,105.79,530.71,73.04,279.53,73.04,838.58,105.79,530.71,64.30,307.27,
82.93,54.11,37.96,120.89,8.00,2.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,5.00,22.97,38.07,91.88,17.99,6.50,4.00,2.00,1.00,75.44,402.86,226.33,1208.58,243.87,37.37,93.64,529.90,37.72,201.43,37.72,604.29,93.64,529.90,43.19,215.47,
104.52,54.36,45.40,149.92,6.00,0.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,3.00,27.90,32.62,83.70,22.26,7.96,3.00,1.00,1.00,0.00,0.00,0.00,0.00,246.28,46.38,72.27,342.20,0.00,0.00,0.00,0.00,72.27,342.20,42.34,196.45,
-47.84,53.85,47.84,0.00,8.00,0.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,34.02,60.19,136.09,6.82,7.90,4.00,2.00,1.00,0.00,0.00,0.00,0.00,219.71,38.77,101.11,501.02,0.00,0.00,0.00,0.00,101.11,501.02,58.87,279.43,
-62.86,53.27,62.86,0.00,10.00,4.00,5.00,3.00,6.00,2.00,3.00,4.00,0.00,6.00,32.15,68.33,160.73,1.14,6.89,5.00,2.00,1.00,214.28,1032.69,642.85,3098.06,209.33,42.63,167.11,767.00,107.14,516.34,107.14,1549.03,167.11,767.00,106.28,455.68,
410.14,55.05,68.54,478.68,7.00,1.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,4.00,24.21,33.76,84.72,25.82,6.31,3.00,1.00,1.00,26.30,124.14,78.89,372.42,244.49,47.39,94.87,433.64,13.15,62.07,13.15,186.21,94.87,433.64,37.68,159.05,
18.33,54.87,44.18,62.52,8.00,2.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,4.00,22.95,34.62,91.79,25.95,5.51,3.00,1.00,1.00,119.89,454.81,359.68,1364.44,234.05,47.17,124.58,548.12,59.95,227.41,59.95,682.22,124.58,548.12,34.05,144.73,
195.12,55.57,35.84,230.96,7.00,2.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,6.00,24.89,34.48,87.11,20.72,7.04,5.00,2.00,1.00,78.44,413.94,235.33,1241.81,231.79,36.26,89.11,478.15,39.22,206.97,39.22,620.90,89.11,478.15,58.19,282.79,
159.18,56.09,40.24,199.42,7.00,0.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,31.14,45.54,109.00,4.42,9.37,3.00,1.00,1.00,0.00,0.00,0.00,0.00,237.96,39.15,83.20,409.42,0.00,0.00,0.00,0.00,83.20,409.42,41.18,170.89,
-65.68,55.48,65.68,0.00,9.00,3.00,4.00,3.00,6.00,2.00,3.00,3.00,1.00,8.00,45.40,75.03,204.32,-14.30,9.37,5.00,2.00,1.00,125.09,509.84,375.28,1529.51,246.06,40.64,134.64,671.39,62.55,254.92,62.55,764.75,134.64,671.39,79.96,340.21,
116.29,55.78,65.44,181.73,8.00,0.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,5.00,41.85,64.23,167.42,2.53,8.43,5.00,2.00,1.00,0.00,0.00,0.00,0.00,281.25,49.93,104.89,545.17,0.00,0.00,0.00,0.00,104.89,545.17,51.93,256.90,
-41.52,55.30,41.52,0.00,10.00,1.00,5.00,3.00,7.00,2.00,3.00,3.00,0.00,4.00,43.70,84.17,218.50,-3.69,7.37,4.00,2.00,1.00,80.59,494.54,241.77,1483.62,268.75,43.94,146.67,820.66,40.29,247.27,40.29,741.81,146.67,820.66,45.40,270.28,
67.00,55.36,44.84,111.84,8.00,3.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,4.00,42.38,71.59,169.51,2.39,8.45,4.00,2.00,1.00,140.34,845.65,421.01,2536.95,224.99,39.62,134.72,704.22,70.17,422.82,70.17,1268.47,134.72,704.22,71.20,397.07,
160.64,55.88,50.78,211.42,7.00,2.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,5.00,26.08,31.44,91.27,25.02,6.43,5.00,2.00,1.00,77.36,648.26,232.07,1944.77,231.05,38.63,105.41,591.87,38.68,324.13,38.68,972.39,105.41,591.87,80.51,522.36,
192.52,56.57,30.95,223.47,6.00,2.00,3.00,2.00,5.00,1.00,2.00,1.00,0.00,5.00,12.40,20.07,37.19,43.24,4.46,5.00,2.00,1.00,133.33,497.18,400.00,1491.55,199.40,34.45,88.39,405.17,66.67,248.59,66.67,745.77,88.39,405.17,72.29,353.06,
161.01,57.09,26.96,187.98,7.00,1.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,6.00,16.71,30.14,58.47,34.69,5.04,6.00,3.00,2.00,31.66,108.79,94.98,326.38,143.97,21.20,56.77,306.41,15.83,54.40,15.83,163.19,56.77,306.41,40.94,252.01,
-4.22,56.78,35.41,31.18,8.00,2.00,4.00,2.00,7.00,2.00,3.00,1.00,0.00,7.00,30.46,62.09,121.86,20.64,6.17,7.00,3.00,2.00,36.94,232.24,110.83,696.73,144.52,23.05,76.72,414.75,18.47,116.12,18.47,348.37,76.72,414.75,72.32,398.24,
38.18,56.69,49.46,87.64,8.00,3.00,4.00,2.00,7.00,2.00,3.00,1.00,0.00,8.00,42.40,82.63,169.62,2.78,8.40,7.00,3.00,2.00,96.00,615.86,287.99,1847.58,169.50,28.86,95.78,488.64,48.00,307.93,48.00,923.79,95.78,488.64,89.78,467.68,
124.63,57.03,55.38,180.01,7.00,2.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,6.00,37.95,48.96,132.82,9.62,8.63,5.00,2.00,1.00,74.99,265.47,224.96,796.42,187.11,32.61,84.00,371.02,37.49,132.74,37.49,398.21,84.00,371.02,71.03,330.98,
86.13,57.17,39.33,125.46,6.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,5.00,29.41,33.69,88.24,25.39,7.43,3.00,1.00,1.00,24.92,81.38,74.75,244.13,224.26,37.56,66.07,331.19,12.46,40.69,12.46,122.06,66.07,331.19,37.99,183.44,
-35.30,56.71,35.30,0.00,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,6.00,29.07,42.49,101.76,19.49,7.22,4.00,2.00,1.00,84.78,382.62,254.35,1147.87,209.05,39.31,91.92,421.42,42.39,191.31,42.39,573.94,91.92,421.42,58.21,290.03,
141.10,57.13,50.61,191.71,7.00,0.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,5.00,26.75,43.20,93.62,18.24,7.39,3.00,1.00,1.00,0.00,0.00,0.00,0.00,225.78,45.01,88.24,393.18,0.00,0.00,0.00,0.00,88.24,393.18,37.16,171.46,
-51.86,56.59,51.86,0.00,9.00,1.00,4.00,3.00,4.00,1.00,2.00,5.00,0.00,6.00,47.89,89.29,215.52,-6.88,8.54,4.00,2.00,1.00,26.84,77.63,80.51,232.88,240.55,43.19,137.30,648.38,13.42,38.81,13.42,116.44,137.30,648.38,58.60,302.67,
-7.57,56.27,53.00,45.43,9.00,2.00,4.00,3.00,5.00,1.00,2.00,4.00,0.00,6.00,37.81,66.04,170.15,4.84,7.24,4.00,2.00,1.00,107.37,527.97,322.10,1583.91,235.88,47.47,155.55,721.85,53.68,263.98,53.68,791.95,155.55,721.85,55.90,273.75,
198.78,56.98,47.80,246.58,8.00,3.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,6.00,17.88,28.49,71.50,36.02,4.25,5.00,2.00,1.00,161.67,808.61,485.01,2425.84,206.71,44.67,136.39,617.76,80.84,404.31,80.84,1212.92,136.39,617.76,81.97,416.63,
128.56,57.34,28.28,156.84,8.00,2.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,6.00,19.06,37.49,76.25,27.70,5.29,4.00,2.00,1.00,146.06,702.29,438.19,2106.88,197.49,44.61,129.70,550.25,73.03,351.15,73.03,1053.44,129.70,550.25,68.60,300.38,
246.49,58.28,27.03,273.52,6.00,1.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,4.00,15.31,19.34,45.93,31.72,6.38,3.00,1.00,1.00,17.08,57.76,51.23,173.29,134.15,40.16,68.75,202.64,8.54,28.88,8.54,86.64,68.75,202.64,33.86,107.25,
-8.62,57.95,38.38,29.76,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,5.00,18.42,26.58,64.46,24.05,6.56,4.00,2.00,1.00,79.89,168.86,239.67,506.59,164.69,42.55,96.06,286.35,39.94,84.43,39.94,253.29,96.06,286.35,56.47,155.80,
75.89,58.04,32.32,108.21,8.00,0.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,29.28,56.35,117.13,11.44,7.32,3.00,1.00,1.00,0.00,0.00,0.00,0.00,152.69,36.18,85.97,303.64,0.00,0.00,0.00,0.00,85.97,303.64,22.06,96.06,
-50.78,57.50,50.78,0.00,10.00,3.00,5.00,3.00,5.00,1.00,2.00,5.00,1.00,4.00,38.93,66.49,194.64,-1.48,7.15,3.00,1.00,1.00,112.23,356.31,336.69,1068.93,163.22,39.57,135.70,481.00,56.12,178.15,56.12,534.46,135.70,481.00,24.03,122.35,
116.78,57.79,63.60,180.38,8.00,1.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,5.00,39.35,68.63,157.41,2.60,8.42,4.00,2.00,1.00,40.25,229.48,120.76,688.43,162.24,35.42,100.54,390.49,20.13,114.74,20.13,344.22,100.54,390.49,37.30,180.45,
-16.81,57.42,57.94,41.13,8.00,3.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,3.00,44.09,77.29,176.34,-3.47,9.18,2.00,1.00,0.00,139.02,322.82,417.06,968.46,171.55,36.73,120.79,423.17,69.51,161.41,69.51,484.23,120.79,423.17,15.60,66.12,
94.90,57.61,67.66,162.56,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,35.42,70.85,106.27,8.96,10.17,2.00,1.00,0.00,43.36,303.11,130.08,909.32,256.16,36.89,77.23,448.92,21.68,151.55,21.68,454.66,77.23,448.92,24.55,140.37,
57.07,57.60,41.62,98.68,6.00,0.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,3.00,25.88,51.76,77.64,28.35,6.94,2.00,1.00,0.00,0.00,0.00,0.00,0.00,299.95,46.72,83.59,462.67,0.00,0.00,0.00,0.00,83.59,462.67,35.15,185.72,
-25.09,57.19,25.09,0.00,7.00,4.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,3.00,26.32,61.42,92.13,23.95,6.58,3.00,1.00,1.00,185.79,976.53,557.37,2929.60,245.88,37.76,112.72,617.42,92.89,488.27,92.89,1464.80,112.72,617.42,50.78,277.57,
331.29,58.56,32.62,363.92,5.00,0.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,1.00,20.79,34.64,51.96,34.66,7.07,1.00,0.00,0.00,0.00,0.00,0.00,0.00,211.61,35.14,38.71,203.91,0.00,0.00,0.00,0.00,38.71,203.91,11.30,52.46,
-33.35,58.10,33.35,0.00,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,27.28,35.01,81.84,24.75,7.54,3.00,1.00,1.00,0.00,0.00,0.00,0.00,223.27,39.67,62.02,298.93,0.00,0.00,0.00,0.00,62.02,298.93,33.33,159.59,
-45.35,57.58,45.35,0.00,8.00,3.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,5.00,37.95,58.25,151.81,5.01,8.12,4.00,2.00,1.00,88.32,459.85,264.96,1379.56,285.39,48.96,107.53,549.98,44.16,229.93,44.16,689.78,107.53,549.98,53.99,271.61,
134.79,57.97,48.69,183.48,6.00,0.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,2.00,16.55,25.63,49.64,45.11,4.15,1.00,0.00,0.00,0.00,0.00,0.00,0.00,226.90,41.73,61.20,300.25,0.00,0.00,0.00,0.00,61.20,300.25,9.05,56.95,
-20.70,57.58,20.70,0.00,7.00,1.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,2.00,21.35,32.32,74.74,34.96,5.01,1.00,0.00,0.00,43.88,121.53,131.65,364.58,185.78,35.09,89.46,404.01,21.94,60.76,21.94,182.29,89.46,404.01,11.99,61.75,
22.19,57.40,33.60,55.80,7.00,2.00,3.00,2.00,3.00,1.00,1.00,4.00,2.00,4.00,33.80,50.96,118.29,11.32,8.38,2.00,1.00,0.00,134.07,610.42,402.22,1831.27,201.24,36.75,112.22,521.94,67.04,305.21,67.04,915.64,112.22,521.94,22.08,97.66,
62.85,57.43,50.67,113.52,7.00,2.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,4.00,37.43,51.68,131.01,12.33,8.24,3.00,1.00,1.00,59.51,285.42,178.52,856.27,250.98,44.26,94.32,467.14,29.75,142.71,29.75,428.14,94.32,467.14,44.64,201.30,
-9.58,57.09,24.36,14.78,7.00,2.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,4.00,38.52,52.09,134.81,9.55,8.64,3.00,1.00,1.00,86.32,483.15,258.95,1449.46,218.61,38.03,93.34,473.09,43.16,241.58,43.16,724.73,93.34,473.09,39.28,196.14,
164.74,57.63,39.75,204.49,5.00,1.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,4.00,24.17,22.14,60.43,29.65,8.07,3.00,1.00,1.00,49.33,195.43,147.99,586.29,206.57,40.08,59.60,256.45,24.66,97.71,24.66,293.14,59.60,256.45,27.87,138.01,
41.50,57.55,40.45,81.96,6.00,0.00,3.00,2.00,5.00,1.00,2.00,1.00,0.00,6.00,15.93,20.06,47.80,43.41,4.43,5.00,2.00,1.00,0.00,0.00,0.00,0.00,225.31,43.13,57.10,270.33,0.00,0.00,0.00,0.00,57.10,270.33,47.75,245.02,
