valorSim - custoSim,v0,custoSim,valorSim,QProj,QProjNovos,QProje,Qproja,QProjDiv,QProjDiva,QProjDive,QProjnDiv,TCongP,TCongReP,NecRecP,NecRecPa,NecRecPe,OrTotal,QRecMax,QProjCong,QProjCongE,QProjCongA,RetMnTotalProj,RetMxTotalProj,RetMnTotalA,RetMxTotalA,DesemMxProj,DesemMnProj,VPLMnTotal,VPLMxTotal,CustoMnTotal,CustoMxTotal,VPLMnTotalA,VPLMxTotalA,VPLMnTotalE,VPLMxTotalE,CustoMnTotalCong,CustoMxTotalCong,
-32.55,68.38,49.26,16.71,8.00,2.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,6.00,29.54,48.36,118.17,17.97,6.50,4.00,2.00,1.00,64.27,323.25,192.80,969.76,209.16,44.33,112.89,491.91,32.13,161.63,32.13,484.88,112.89,491.91,45.58,145.13,
13.09,68.11,52.03,65.12,9.00,3.00,4.00,3.00,4.00,1.00,2.00,5.00,0.00,6.00,39.53,75.42,177.88,0.73,7.70,4.00,2.00,1.00,145.61,687.70,436.84,2063.09,216.79,44.40,143.03,627.75,72.81,343.85,72.81,1031.55,143.03,627.75,43.82,136.55,
204.52,68.79,69.27,273.78,8.00,1.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,8.00,31.65,52.76,126.60,1.60,8.55,5.00,2.00,1.00,55.86,169.72,167.57,509.16,206.17,42.54,108.01,436.08,27.93,84.86,27.93,254.58,108.01,436.08,65.11,217.77,
16.69,68.53,57.18,73.87,9.00,0.00,4.00,3.00,6.00,2.00,3.00,3.00,0.00,8.00,42.55,69.69,191.46,-7.66,8.63,6.00,3.00,2.00,0.00,0.00,0.00,0.00,229.47,42.78,124.84,558.33,0.00,0.00,0.00,0.00,124.84,558.33,67.89,276.99,
-47.18,67.95,47.18,0.00,11.00,4.00,5.00,3.00,8.00,2.00,4.00,3.00,0.00,8.00,52.58,106.02,289.19,-22.72,8.43,6.00,3.00,2.00,217.50,962.13,652.49,2886.39,240.11,42.27,183.95,846.70,108.75,481.06,108.75,1443.19,183.95,846.70,90.81,352.09,
342.04,69.32,65.50,407.54,8.00,1.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,4.00,32.69,48.71,130.76,11.09,7.36,4.00,2.00,1.00,59.18,139.95,177.54,419.85,233.17,37.64,99.19,478.63,29.59,69.97,29.59,209.92,99.19,478.63,59.93,241.13,
57.49,69.26,33.02,90.51,8.00,2.00,4.00,2.00,6.00,2.00,3.00,2.00,1.00,4.00,31.58,55.26,126.33,11.75,7.28,3.00,1.00,1.00,95.44,520.08,286.32,1560.23,273.65,44.29,102.89,559.97,47.72,260.04,47.72,780.12,102.89,559.97,32.99,177.00,
127.74,69.55,33.06,160.80,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,16.40,25.35,49.19,34.95,5.84,4.00,2.00,1.00,0.00,0.00,0.00,0.00,255.68,42.38,61.55,340.49,0.00,0.00,0.00,0.00,61.55,340.49,46.92,253.44,
-29.86,69.06,29.86,0.00,8.00,2.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,4.00,33.61,58.93,134.46,6.42,7.95,4.00,2.00,1.00,39.04,235.52,117.13,706.57,246.11,47.30,94.44,467.24,19.52,117.76,19.52,353.28,94.44,467.24,54.60,276.21,
-41.19,68.50,58.19,17.01,8.00,1.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,34.38,55.23,137.53,7.83,7.77,4.00,2.00,1.00,28.22,149.91,84.65,449.73,235.04,47.25,111.33,525.31,14.11,74.95,14.11,224.86,111.33,525.31,67.37,326.30,
-35.63,67.98,62.17,26.54,9.00,2.00,4.00,3.00,3.00,1.00,1.00,6.00,1.00,3.00,28.76,60.55,129.43,14.38,6.18,3.00,1.00,1.00,109.73,634.06,329.20,1902.18,266.20,52.86,148.57,727.47,54.87,317.03,54.87,951.09,148.57,727.47,71.41,362.50,
-51.70,67.38,51.70,0.00,9.00,5.00,4.00,3.00,3.00,1.00,1.00,6.00,1.00,3.00,51.54,89.58,231.91,-16.51,9.61,3.00,1.00,1.00,185.08,1016.02,555.23,3048.05,247.14,54.09,183.63,830.85,92.54,508.01,92.54,1524.03,183.63,830.85,87.12,426.14,
342.92,68.76,67.61,410.52,5.00,1.00,2.00,1.00,2.00,0.00,1.00,3.00,0.00,2.00,26.12,30.42,65.31,25.20,8.96,2.00,1.00,0.00,120.02,482.48,360.07,1447.43,237.65,49.94,112.76,453.23,60.01,241.24,60.01,723.72,112.76,453.23,65.92,283.39,
183.56,69.34,44.90,228.46,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,22.90,32.41,68.71,27.22,7.13,2.00,1.00,0.00,112.17,294.79,336.51,884.38,185.28,37.66,100.80,401.40,56.08,147.40,56.08,442.19,100.80,401.40,19.34,91.72,
143.06,69.71,34.11,177.17,7.00,3.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,3.00,32.02,43.70,112.08,15.57,7.78,2.00,1.00,0.00,68.38,468.88,205.13,1406.65,203.09,31.94,82.22,468.22,34.19,234.44,34.19,703.33,82.22,468.22,22.98,166.04,
119.12,69.95,27.25,146.37,4.00,1.00,2.00,1.00,2.00,0.00,1.00,2.00,0.00,2.00,23.71,20.89,47.42,33.73,9.07,2.00,1.00,0.00,45.21,267.95,135.63,803.86,284.05,41.01,54.56,311.83,22.60,133.98,22.60,401.93,54.56,311.83,19.42,137.47,
94.78,70.08,24.85,119.63,5.00,0.00,2.00,1.00,2.00,0.00,1.00,3.00,0.00,1.00,23.96,24.28,59.90,31.88,7.62,1.00,0.00,0.00,0.00,0.00,0.00,0.00,208.02,25.98,39.69,237.48,0.00,0.00,0.00,0.00,39.69,237.48,8.95,61.58,
-26.60,69.59,26.60,0.00,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,2.00,21.85,29.52,65.54,27.66,7.06,2.00,1.00,0.00,46.26,177.82,138.77,533.46,173.54,28.94,58.28,284.88,23.13,88.91,23.13,266.73,58.28,284.88,22.40,131.64,
52.66,69.51,34.98,87.64,7.00,0.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,2.00,26.57,36.04,93.00,31.99,5.43,2.00,1.00,0.00,0.00,0.00,0.00,0.00,168.04,31.38,57.96,298.03,0.00,0.00,0.00,0.00,57.96,298.03,18.57,122.77,
-27.33,69.02,27.33,0.00,8.00,3.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,2.00,20.60,30.19,82.38,39.60,3.80,2.00,1.00,0.00,68.36,498.20,205.08,1494.59,148.26,27.43,79.48,423.59,34.18,249.10,34.18,747.29,79.48,423.59,27.19,155.86,
146.39,69.41,22.01,168.40,5.00,2.00,2.00,1.00,2.00,0.00,1.00,3.00,0.00,2.00,23.41,27.13,58.53,36.48,6.70,2.00,1.00,0.00,49.95,119.92,149.85,359.75,202.91,36.43,58.13,227.52,24.98,59.96,24.98,179.88,58.13,227.52,17.38,61.16,
49.70,69.31,25.51,75.21,4.00,1.00,2.00,1.00,3.00,1.00,1.00,1.00,0.00,3.00,24.69,19.65,49.39,30.51,9.87,3.00,1.00,1.00,31.75,119.96,95.24,359.87,174.04,32.74,50.55,213.90,15.87,59.98,15.87,179.93,50.55,213.90,34.19,159.93,
12.96,69.03,39.69,52.65,5.00,0.00,2.00,1.00,2.00,0.00,1.00,3.00,0.00,2.00,27.79,30.96,69.48,21.31,9.74,2.00,1.00,0.00,0.00,0.00,0.00,0.00,189.50,31.54,60.75,290.60,0.00,0.00,0.00,0.00,60.75,290.60,24.55,131.31,
-46.16,68.45,46.16,0.00,6.00,3.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,3.00,39.15,50.53,117.44,2.70,11.22,3.00,1.00,1.00,133.24,641.76,399.71,1925.27,241.31,42.17,107.23,510.80,66.62,320.88,66.62,962.63,107.23,510.80,52.71,284.59,
206.93,69.15,59.42,266.35,4.00,0.00,2.00,1.00,1.00,0.00,0.00,3.00,0.00,1.00,22.35,20.31,44.71,38.45,7.89,1.00,0.00,0.00,0.00,0.00,0.00,0.00,265.46,49.50,59.04,282.14,0.00,0.00,0.00,0.00,59.04,282.14,19.79,105.65,
-29.89,68.65,29.89,0.00,5.00,1.00,2.00,1.00,2.00,0.00,1.00,3.00,0.00,2.00,30.73,32.39,76.82,26.45,8.71,2.00,1.00,0.00,64.81,299.45,194.44,898.36,283.72,51.37,95.93,467.68,32.41,149.73,32.41,449.18,95.93,467.68,36.50,188.14,
90.36,68.76,43.65,134.01,6.00,1.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,3.00,43.49,53.91,130.48,3.43,11.10,3.00,1.00,1.00,84.22,424.10,252.67,1272.30,303.51,51.13,108.67,537.73,42.11,212.05,42.11,636.15,108.67,537.73,64.03,313.79,
-44.82,68.19,44.82,0.00,7.00,2.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,5.00,41.40,59.60,144.90,3.68,9.47,4.00,2.00,1.00,127.78,566.64,383.35,1699.92,209.12,41.33,129.01,565.68,63.89,283.32,63.89,849.96,129.01,565.68,80.15,341.55,
222.89,68.97,57.69,280.58,7.00,3.00,3.00,2.00,3.00,1.00,1.00,4.00,1.00,2.00,23.58,30.44,82.54,24.83,6.45,1.00,0.00,0.00,151.43,680.65,454.28,2041.94,209.80,41.47,110.26,490.52,75.71,340.32,75.71,1020.97,110.26,490.52,10.76,42.66,
187.27,69.56,35.15,222.42,4.00,0.00,2.00,1.00,2.00,0.00,1.00,2.00,0.00,3.00,3.39,3.96,6.78,61.87,2.03,2.00,1.00,0.00,0.00,0.00,0.00,0.00,154.72,32.99,32.33,140.20,0.00,0.00,0.00,0.00,32.33,140.20,18.27,78.25,
-6.96,69.17,6.96,0.00,5.00,2.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,4.00,12.18,12.05,30.45,48.48,4.30,3.00,1.00,1.00,56.54,241.34,169.62,724.02,134.67,26.45,48.62,217.63,28.27,120.67,28.27,362.01,48.62,217.63,32.38,130.02,
54.29,69.10,21.72,76.01,5.00,1.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,3.00,7.69,11.45,19.24,53.96,3.21,3.00,1.00,1.00,20.84,130.87,62.53,392.61,135.78,25.47,39.35,199.60,10.42,65.44,10.42,196.31,39.35,199.60,18.49,77.64,
4.70,68.78,16.24,20.93,6.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,17.05,20.87,51.14,33.83,6.03,4.00,2.00,1.00,26.88,133.15,80.65,399.46,144.63,26.66,52.36,239.68,13.44,66.58,13.44,199.73,52.36,239.68,34.61,138.93,
-9.99,68.38,36.27,26.28,7.00,1.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,5.00,29.44,37.61,103.05,21.48,6.93,5.00,2.00,1.00,22.13,49.32,66.38,147.97,176.12,29.36,66.80,315.14,11.06,24.66,11.06,73.98,66.80,315.14,42.03,181.64,
-12.21,67.98,38.27,26.06,8.00,2.00,4.00,2.00,6.00,2.00,3.00,2.00,0.00,6.00,34.93,51.48,139.73,11.94,7.26,5.00,2.00,1.00,73.79,348.54,221.36,1045.63,186.97,30.79,89.82,449.69,36.89,174.27,36.89,522.81,89.82,449.69,46.40,221.42,
83.22,68.06,47.71,130.93,7.00,1.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,7.00,29.20,41.59,102.19,20.62,7.05,6.00,3.00,2.00,28.17,149.46,84.50,448.38,165.26,31.14,72.66,339.51,14.08,74.73,14.08,224.19,72.66,339.51,58.57,264.78,
8.49,67.76,47.32,55.81,8.00,2.00,4.00,2.00,7.00,2.00,3.00,1.00,0.00,7.00,25.47,37.43,101.88,21.61,6.05,6.00,3.00,2.00,58.20,282.90,174.60,848.70,182.35,34.80,93.90,443.77,29.10,141.45,29.10,424.35,93.90,443.77,77.50,385.63,
48.30,67.66,46.23,94.53,7.00,2.00,3.00,2.00,6.00,2.00,3.00,1.00,0.00,7.00,21.73,34.40,76.06,28.69,5.90,6.00,3.00,2.00,86.47,406.97,259.41,1220.91,159.09,26.76,79.68,404.43,43.23,203.49,43.23,610.46,79.68,404.43,72.37,372.58,
29.63,67.47,41.31,70.94,8.00,2.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,6.00,23.77,43.92,95.10,29.20,5.10,5.00,2.00,1.00,45.32,254.46,135.95,763.38,158.92,25.91,73.38,392.99,22.66,127.23,22.66,381.69,73.38,392.99,53.81,293.40,
81.62,67.54,40.90,122.52,8.00,3.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,6.00,29.69,50.63,118.74,17.64,6.54,5.00,2.00,1.00,94.70,497.37,284.10,1492.12,181.71,31.60,89.45,450.42,47.35,248.69,47.35,746.06,89.45,450.42,67.11,341.57,
98.98,67.70,45.17,144.14,7.00,0.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,2.00,22.67,33.67,79.35,29.66,5.76,1.00,0.00,0.00,0.00,0.00,0.00,0.00,243.73,39.92,72.07,396.76,0.00,0.00,0.00,0.00,72.07,396.76,12.74,80.11,
-33.25,67.20,33.25,0.00,8.00,0.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,3.00,35.31,57.05,141.24,10.58,7.43,2.00,1.00,0.00,0.00,0.00,0.00,0.00,251.53,40.32,100.44,564.37,0.00,0.00,0.00,0.00,100.44,564.37,31.08,169.23,
-59.42,66.56,59.42,0.00,10.00,6.00,5.00,3.00,3.00,1.00,1.00,7.00,0.00,4.00,32.27,64.28,161.37,8.26,6.17,3.00,1.00,1.00,223.00,1286.52,668.99,3859.57,237.65,39.20,160.15,890.76,111.50,643.26,111.50,1929.78,160.15,890.76,47.74,269.51,
430.11,68.38,58.91,489.02,6.00,0.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,1.00,20.69,27.88,62.06,28.77,6.87,1.00,0.00,0.00,0.00,0.00,0.00,0.00,237.32,47.62,76.59,364.01,0.00,0.00,0.00,0.00,76.59,364.01,17.79,67.46,
-38.50,67.85,38.50,0.00,7.00,2.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,4.00,21.73,34.85,76.04,19.54,7.21,3.00,1.00,1.00,109.26,625.61,327.78,1876.82,241.97,48.72,111.32,534.46,54.63,312.80,54.63,938.41,111.32,534.46,37.36,163.19,
223.65,68.63,43.33,266.98,7.00,0.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,5.00,22.65,30.61,79.27,22.91,6.73,3.00,1.00,1.00,0.00,0.00,0.00,0.00,225.83,53.27,88.90,349.75,0.00,0.00,0.00,0.00,88.90,349.75,47.50,211.66,
-40.16,68.08,40.16,0.00,8.00,1.00,4.00,2.00,3.00,1.00,1.00,5.00,0.00,5.00,27.93,43.82,111.74,12.78,7.15,3.00,1.00,1.00,78.78,326.32,236.34,978.95,224.94,50.88,122.84,488.89,39.39,163.16,39.39,489.47,122.84,488.89,64.44,276.69,
107.26,68.28,57.22,164.49,9.00,0.00,4.00,3.00,2.00,0.00,1.00,7.00,0.00,4.00,27.49,53.44,123.71,14.20,6.20,2.00,1.00,0.00,0.00,0.00,0.00,0.00,201.03,43.81,111.52,458.67,0.00,0.00,0.00,0.00,111.52,458.67,31.42,156.90,
-51.03,67.68,51.03,0.00,10.00,3.00,5.00,3.00,2.00,0.00,1.00,8.00,0.00,4.00,31.04,60.06,155.20,1.59,6.84,2.00,1.00,0.00,153.29,641.91,459.87,1925.74,227.37,44.25,162.34,707.45,76.65,320.96,76.65,962.87,162.34,707.45,42.50,235.51,
218.99,68.44,68.51,287.50,9.00,1.00,4.00,3.00,1.00,0.00,0.00,8.00,0.00,2.00,30.01,56.14,135.03,8.75,6.81,1.00,0.00,0.00,48.47,121.18,145.42,363.55,203.89,36.61,123.35,555.23,24.24,60.59,24.24,181.77,123.35,555.23,30.22,84.52,
2.07,68.11,61.25,63.32,10.00,3.00,5.00,3.00,2.00,0.00,1.00,8.00,0.00,4.00,24.62,45.67,123.11,10.52,5.95,2.00,1.00,0.00,151.81,957.21,455.43,2871.62,219.38,39.98,146.73,775.27,75.90,478.60,75.90,1435.81,146.73,775.27,41.35,109.27,
340.20,69.47,59.58,399.77,9.00,2.00,4.00,3.00,3.00,1.00,1.00,6.00,0.00,6.00,24.38,53.85,109.73,17.44,5.84,3.00,1.00,1.00,96.90,340.37,290.71,1021.12,221.83,41.17,119.80,562.73,48.45,170.19,48.45,510.56,119.80,562.73,69.41,238.09,
125.63,69.75,42.43,168.06,8.00,0.00,4.00,2.00,2.00,0.00,1.00,6.00,0.00,4.00,20.61,39.16,82.45,22.46,5.94,2.00,1.00,0.00,0.00,0.00,0.00,0.00,219.64,38.10,85.99,457.67,0.00,0.00,0.00,0.00,85.99,457.67,33.53,137.86,
-47.64,69.16,47.64,0.00,10.00,3.00,5.00,3.00,4.00,1.00,2.00,6.00,0.00,7.00,33.26,72.83,166.31,-1.29,7.13,4.00,2.00,1.00,83.05,561.86,249.14,1685.58,215.73,31.75,114.22,653.82,41.52,280.93,41.52,842.79,114.22,653.82,42.23,213.91,
176.37,69.70,62.39,238.76,9.00,1.00,4.00,3.00,5.00,1.00,2.00,4.00,0.00,7.00,36.79,70.27,165.56,2.25,7.53,4.00,2.00,1.00,34.31,147.85,102.92,443.55,208.67,31.61,106.27,543.16,17.15,73.92,17.15,221.77,106.27,543.16,55.11,262.95,
2.39,69.36,67.75,70.14,10.00,3.00,5.00,3.00,7.00,2.00,3.00,3.00,0.00,9.00,39.97,73.24,199.87,-9.52,7.95,6.00,3.00,2.00,163.23,652.18,489.69,1956.54,215.46,31.73,144.24,753.90,81.61,326.09,81.61,978.27,144.24,753.90,98.67,476.17,
160.21,69.81,67.79,228.00,9.00,2.00,4.00,3.00,5.00,1.00,2.00,4.00,0.00,4.00,36.48,59.44,164.14,9.48,6.72,3.00,1.00,1.00,83.34,603.13,250.02,1809.38,238.86,31.10,100.69,679.76,41.67,301.56,41.67,904.69,100.69,679.76,26.20,181.01,
156.25,70.25,48.78,205.03,8.00,3.00,4.00,2.00,4.00,1.00,2.00,4.00,0.00,4.00,20.34,30.44,81.36,37.13,4.11,3.00,1.00,1.00,56.20,378.90,168.60,1136.70,206.59,28.49,73.36,482.83,28.10,189.45,28.10,568.35,73.36,482.83,27.51,181.48,
61.84,70.20,32.97,94.81,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,3.00,9.75,15.52,34.11,47.58,3.20,3.00,1.00,1.00,27.07,181.61,81.20,544.83,261.10,42.15,78.61,477.61,13.53,90.81,13.53,272.42,78.61,477.61,28.85,151.28,
42.21,70.06,17.13,59.34,8.00,2.00,4.00,2.00,6.00,2.00,3.00,2.00,1.00,3.00,24.26,36.01,97.04,20.46,6.19,3.00,1.00,1.00,45.06,385.16,135.19,1155.48,287.47,43.84,98.56,619.81,22.53,192.58,22.53,577.74,98.56,619.81,32.00,168.01,
29.24,69.86,44.34,73.59,6.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,5.00,34.83,57.96,104.48,11.77,9.71,4.00,2.00,1.00,81.93,439.27,245.78,1317.80,261.50,43.72,96.62,496.81,40.96,219.63,40.96,658.90,96.62,496.81,47.49,235.83,
110.32,70.06,53.68,164.00,7.00,2.00,3.00,2.00,5.00,1.00,2.00,2.00,0.00,5.00,24.13,36.10,84.45,19.32,7.24,5.00,2.00,1.00,87.70,442.42,263.09,1327.26,225.71,36.55,88.50,465.06,43.85,221.21,43.85,663.63,88.50,465.06,63.41,323.91,
134.62,70.38,36.05,170.68,6.00,0.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,2.00,22.53,25.06,67.60,30.56,6.57,2.00,1.00,0.00,0.00,0.00,0.00,0.00,209.97,36.93,57.11,290.27,0.00,0.00,0.00,0.00,57.11,290.27,33.19,174.42,
-31.77,69.87,31.77,0.00,6.00,1.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,5.00,24.08,26.42,72.24,33.09,6.15,4.00,2.00,1.00,53.74,291.97,161.21,875.92,270.19,54.99,96.17,452.04,26.87,145.99,26.87,437.96,96.17,452.04,77.01,362.25,
103.42,70.04,34.99,138.41,7.00,1.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,3.00,15.35,25.53,53.72,35.70,4.90,2.00,1.00,0.00,60.28,310.65,180.85,931.96,241.34,49.67,97.31,447.69,30.14,155.33,30.14,465.98,97.31,447.69,43.53,210.14,
95.19,70.17,32.38,127.57,7.00,0.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,3.00,28.09,38.66,98.32,18.88,7.30,2.00,1.00,0.00,0.00,0.00,0.00,0.00,174.85,31.54,74.09,343.20,0.00,0.00,0.00,0.00,74.09,343.20,22.22,92.29,
-51.22,69.56,51.22,0.00,9.00,3.00,4.00,3.00,2.00,0.00,1.00,7.00,0.00,3.00,30.62,53.13,137.81,12.37,6.40,2.00,1.00,0.00,111.65,485.06,334.94,1455.18,178.85,38.57,127.24,534.99,55.82,242.53,55.82,727.59,127.24,534.99,31.26,116.63,
129.83,69.86,57.63,187.47,9.00,4.00,4.00,3.00,3.00,1.00,1.00,6.00,0.00,4.00,24.98,44.67,112.40,21.07,5.44,3.00,1.00,1.00,117.99,464.31,353.96,1392.94,182.73,41.94,126.01,515.91,58.99,232.16,58.99,696.47,126.01,515.91,56.09,219.51,
147.95,70.25,48.93,196.87,7.00,1.00,3.00,2.00,2.00,0.00,1.00,5.00,0.00,2.00,20.35,27.46,71.21,33.57,5.20,2.00,1.00,0.00,58.53,302.66,175.60,907.99,238.28,55.67,107.53,449.66,29.27,151.33,29.27,454.00,107.53,449.66,21.29,80.37,
43.62,70.12,32.09,75.72,7.00,0.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,3.00,29.11,48.31,101.87,10.79,8.46,3.00,1.00,1.00,0.00,0.00,0.00,0.00,219.16,46.69,104.56,428.73,0.00,0.00,0.00,0.00,104.56,428.73,33.55,145.85,
-48.62,69.53,48.62,0.00,9.00,3.00,4.00,3.00,4.00,1.00,2.00,5.00,0.00,3.00,54.04,92.20,243.17,-23.69,10.41,3.00,1.00,1.00,163.73,680.38,491.20,2041.13,247.35,50.10,173.42,717.30,81.87,340.19,81.87,1020.56,173.42,717.30,50.35,220.65,
248.73,70.42,66.21,314.95,6.00,1.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,2.00,33.78,45.45,101.34,13.35,9.44,2.00,1.00,0.00,92.33,188.08,276.99,564.24,217.20,43.95,104.70,393.16,46.17,94.04,46.17,282.12,104.70,393.16,18.05,110.61,
69.41,70.42,56.65,126.06,7.00,1.00,3.00,2.00,3.00,1.00,1.00,4.00,0.00,2.00,31.45,42.64,110.07,17.20,7.54,2.00,1.00,0.00,65.48,350.30,196.43,1050.90,223.16,37.37,98.90,500.92,32.74,175.15,32.74,525.45,98.90,500.92,25.53,141.37,
77.35,70.45,52.80,130.15,8.00,3.00,4.00,2.00,4.00,1.00,2.00,4.00,1.00,4.00,24.88,40.82,99.51,23.82,5.77,3.00,1.00,1.00,132.96,600.07,398.88,1800.21,183.67,31.65,104.48,506.81,66.48,300.03,66.48,900.10,104.48,506.81,41.28,231.76,
188.45,71.04,46.00,234.45,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,17.61,23.54,61.62,36.40,4.80,4.00,2.00,1.00,43.45,202.91,130.34,608.72,188.11,27.46,60.90,338.39,21.72,101.45,21.72,304.36,60.90,338.39,16.06,125.09,
55.83,70.96,33.52,89.35,8.00,0.00,4.00,2.00,5.00,1.00,2.00,3.00,0.00,4.00,20.90,39.46,83.60,31.51,4.81,4.00,2.00,1.00,0.00,0.00,0.00,0.00,177.57,26.33,62.44,359.99,0.00,0.00,0.00,0.00,62.44,359.99,25.06,162.79,
-31.70,70.45,31.70,0.00,9.00,2.00,4.00,3.00,5.00,1.00,2.00,4.00,0.00,4.00,29.17,66.31,131.27,24.92,5.01,4.00,2.00,1.00,83.13,423.45,249.38,1270.36,160.96,27.36,91.02,461.42,41.56,211.73,41.56,635.18,91.02,461.42,19.80,149.16,
185.31,71.03,25.47,210.78,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,4.00,27.08,37.58,94.77,29.48,5.79,4.00,2.00,1.00,31.85,170.34,95.54,511.01,191.48,26.39,59.59,359.42,15.92,85.17,15.92,255.51,59.59,359.42,31.34,211.27,
28.36,70.81,28.13,56.49,7.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,3.00,30.69,41.32,107.42,17.75,7.46,3.00,1.00,1.00,26.68,121.84,80.04,365.52,219.69,34.23,72.89,409.78,13.34,60.92,13.34,182.76,72.89,409.78,29.44,192.99,
24.42,70.58,32.94,57.37,6.00,2.00,3.00,2.00,4.00,1.00,2.00,2.00,0.00,4.00,14.23,17.72,42.68,44.11,4.32,4.00,2.00,1.00,65.44,465.86,196.33,1397.59,154.68,23.92,58.41,354.05,32.72,232.93,32.72,698.79,58.41,354.05,47.97,308.86,
92.15,70.69,25.04,117.19,6.00,0.00,3.00,2.00,3.00,1.00,1.00,3.00,0.00,2.00,17.27,14.57,51.80,44.63,4.23,2.00,1.00,0.00,0.00,0.00,0.00,0.00,108.50,18.15,40.02,201.13,0.00,0.00,0.00,0.00,40.02,201.13,18.36,93.97,
-12.25,70.27,12.25,0.00,7.00,2.00,3.00,2.00,4.00,1.00,2.00,3.00,0.00,2.00,25.19,33.65,88.16,22.84,6.74,2.00,1.00,0.00,79.83,424.23,239.48,1272.68,138.79,19.54,71.42,381.20,39.91,212.11,39.91,636.34,71.42,381.20,32.13,148.22,
111.14,70.48,32.99,144.13,6.00,3.00,3.00,2.00,3.00,1.00,1.00,3.00,2.00,1.00,27.14,29.89,81.42,26.82,7.20,1.00,0.00,0.00,36.61,159.46,109.83,478.38,112.94,22.11,45.22,181.34,18.30,79.73,18.30,239.19,45.22,181.34,10.46,29.28,
12.57,70.19,25.19,37.75,3.00,1.00,1.00,1.00,1.00,0.00,0.00,2.00,0.00,1.00,9.21,7.39,13.81,55.00,5.00,1.00,0.00,0.00,31.00,86.24,93.01,258.72,73.27,18.32,28.48,92.64,15.50,43.12,15.50,129.36,28.48,92.64,15.50,43.12,
35.80,70.02,15.03,50.83,3.00,1.00,1.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,17.83,12.04,26.75,41.54,9.49,0.00,0.00,0.00,29.38,117.28,88.13,351.84,177.85,20.97,29.12,151.59,14.69,58.64,14.69,175.92,29.12,151.59,0.00,0.00,
32.30,69.83,28.66,60.97,4.00,1.00,2.00,1.00,1.00,0.00,0.00,3.00,0.00,2.00,16.90,13.30,33.81,46.02,6.00,1.00,0.00,0.00,23.29,119.59,69.87,358.78,162.72,21.35,28.91,171.66,11.65,59.80,11.65,179.39,28.91,171.66,4.83,19.98,
36.33,69.66,20.08,56.40,4.00,0.00,2.00,1.00,2.00,0.00,1.00,2.00,0.00,3.00,19.49,21.61,38.97,40.66,7.33,2.00,1.00,0.00,0.00,0.00,0.00,0.00,144.56,19.59,23.63,133.12,0.00,0.00,0.00,0.00,23.63,133.12,10.89,52.84,
-20.36,69.21,20.36,0.00,5.00,1.00,2.00,1.00,3.00,1.00,1.00,2.00,0.00,4.00,17.82,18.12,44.54,43.59,5.28,3.00,1.00,1.00,15.60,88.49,46.81,265.46,156.53,18.39,35.01,234.35,7.80,44.24,7.80,132.73,35.01,234.35,21.39,113.03,
-10.64,68.81,26.51,15.86,6.00,1.00,3.00,2.00,2.00,0.00,1.00,4.00,0.00,3.00,16.37,19.39,49.11,42.64,4.56,2.00,1.00,0.00,18.12,118.52,54.37,355.57,172.53,24.39,49.26,318.94,9.06,59.26,9.06,177.78,49.26,318.94,18.80,99.74,
